team,home_team,date,H_opp_p,R_opp_p,ER_opp_p,BB_opp_p,SO_opp_p,HR_opp_p,HBP_opp_p,ERA_opp_p,2B_opp_p,3B_opp_p,IBB_opp_p,GDP_opp_p,SF_opp_p,SB_opp_p,CS_opp_p,PO_opp_p,BF_opp_p,Pit_opp_p,Str_opp_p,StL_opp_p,StS_opp_p,GB/FB_opp_p,LD_opp_p,PU_opp_p,WHIP_opp_p,BAbip_opp_p,SO9_opp_p,SO/W_opp_p,game_date_id,2B_1,3B_1,BA_1,BB_1,CS_1,GDP_1,H_1,HBP_1,HR_1,IBB_1,OBP_1,OPS_1,R_1,RBI_1,SB_1,SF_1,SH_1,SLG_1,SO_1,2B_2,3B_2,BA_2,BB_2,CS_2,GDP_2,H_2,HBP_2,HR_2,IBB_2,OBP_2,OPS_2,R_2,RBI_2,SB_2,SF_2,SH_2,SLG_2,SO_2,2B_3,3B_3,BA_3,BB_3,CS_3,GDP_3,H_3,HBP_3,HR_3,IBB_3,OBP_3,OPS_3,R_3,RBI_3,SB_3,SF_3,SH_3,SLG_3,SO_3,2B_4,3B_4,BA_4,BB_4,CS_4,GDP_4,H_4,HBP_4,HR_4,IBB_4,OBP_4,OPS_4,R_4,RBI_4,SB_4,SF_4,SH_4,SLG_4,SO_4,2B_5,3B_5,BA_5,BB_5,CS_5,GDP_5,H_5,HBP_5,HR_5,IBB_5,OBP_5,OPS_5,R_5,RBI_5,SB_5,SF_5,SH_5,SLG_5,SO_5,2B_6,3B_6,BA_6,BB_6,CS_6,GDP_6,H_6,HBP_6,HR_6,IBB_6,OBP_6,OPS_6,R_6,RBI_6,SB_6,SF_6,SH_6,SLG_6,SO_6,2B_7,3B_7,BA_7,BB_7,CS_7,GDP_7,H_7,HBP_7,HR_7,IBB_7,OBP_7,OPS_7,R_7,RBI_7,SB_7,SF_7,SH_7,SLG_7,SO_7,2B_8,3B_8,BA_8,BB_8,CS_8,GDP_8,H_8,HBP_8,HR_8,IBB_8,OBP_8,OPS_8,R_8,RBI_8,SB_8,SF_8,SH_8,SLG_8,SO_8,2B_9,3B_9,BA_9,BB_9,CS_9,GDP_9,H_9,HBP_9,HR_9,IBB_9,OBP_9,OPS_9,R_9,RBI_9,SB_9,SF_9,SH_9,SLG_9,SO_9
Cardinals,Dodgers,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.375,0.0,0.125,0.0,0.625,1.625,0.25,0.125,0.0,0.0,0.0,1.0,0.25,0.125,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.625,0.0,0.25,0.0,0.0,0.0,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714
Dodgers,Dodgers,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.4,0.375,0.0,0.0,0.25,0.0,0.25,0.0,0.625,2.225,0.5,0.25,0.0,0.0,0.0,1.6,0.25,0.125,0.0,0.286,0.125,0.0,0.125,0.25,0.0,0.0,0.0,0.375,0.804,0.125,0.0,0.0,0.0,0.0,0.429,0.25,0.0,0.0,0.286,0.125,0.0,0.0,0.25,0.0,0.125,0.0,0.375,1.089,0.25,0.375,0.0,0.0,0.0,0.714,0.25,0.125,0.0,0.286,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.375,0.804,0.125,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.536,0.125,0.25,0.0,0.125,0.0,0.286,0.375,0.14285714285714285,0.0,0.429,0.0,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.429,1.857,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,1.429,0.5714285714285714,0.0,0.0,0.667,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.667,1.333,0.0,0.3333333333333333,0.0,0.0,0.0,0.667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
Red Sox,Mariners,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.125,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.222,0.347,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.125,0.3333333333333333,0.125,0.0,0.286,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.375,0.804,0.0,0.0,0.0,0.0,0.0,0.429,0.125,0.0,0.0,0.125,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.222,0.347,0.0,0.0,0.1111111111111111,0.0,0.0,0.125,0.2222222222222222,0.0,0.0,0.111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.111,0.222,0.0,0.1111111111111111,0.0,0.0,0.0,0.111,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.0,0.125,0.25,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.25,0.75,0.125,0.125,0.0,0.0,0.0,0.5,0.375,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.25,0.0,0.0,0.0,0.5,0.25
Mariners,Mariners,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.143,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.25,0.821,0.125,0.125,0.0,0.0,0.0,0.571,0.125,0.125,0.0,0.286,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.375,0.804,0.0,0.0,0.125,0.0,0.0,0.429,0.25,0.0,0.0,0.143,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.25,0.393,0.0,0.0,0.0,0.0,0.0,0.143,0.5,0.0,0.0,0.333,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.429,1.262,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.833,0.2857142857142857,0.0,0.0,0.143,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.143,0.286,0.14285714285714285,0.0,0.0,0.0,0.0,0.143,0.2857142857142857,0.0,0.0,0.143,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.143,0.286,0.0,0.0,0.0,0.0,0.0,0.143,0.42857142857142855,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,2.5,0.5,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Angels,Orioles,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.143,0.143,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.333,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.333,1.167,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.833,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.125,0.25,0.0,0.125,0.0,0.25,0.875,0.25,0.25,0.0,0.0,0.0,0.625,0.25,0.0,0.0,0.333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.333,0.667,0.16666666666666666,0.0,0.0,0.0,0.0,0.333,0.3333333333333333,0.3333333333333333,0.0,0.333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.667,0.3333333333333333,0.0,0.0,0.4,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.571,0.971,0.0,0.14285714285714285,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2.0,0.5,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.5714285714285714
Orioles,Orioles,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.1111111111111111,0.5,0.1111111111111111,0.0,0.0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.556,1.681,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.125,0.1111111111111111,0.0,0.0,0.429,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.556,0.984,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,0.429,0.0,0.2,0.0,0.5,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.5,1.333,0.1,0.4,0.0,0.2,0.0,0.833,0.1,0.1111111111111111,0.0,0.375,0.0,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.333,1.583,0.3333333333333333,0.7777777777777778,0.0,0.1111111111111111,0.0,1.25,0.0,0.0,0.0,0.25,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.333,0.583,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.25,0.2222222222222222,0.0,0.0,0.286,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.286,0.571,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.286,0.14285714285714285,0.125,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.25,1.0,0.25,0.5,0.0,0.0,0.0,0.75,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.333,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,1.167,0.5,0.0,0.25,0.0,0.0,0.667,0.25
Braves,Phillies,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.444,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.944,0.3,0.1,0.1,0.0,0.0,0.444,0.1,0.0,0.0,0.333,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.4,1.067,0.3,0.3,0.1,0.0,0.0,0.667,0.0,0.1,0.0,0.111,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.422,0.1,0.1,0.0,0.0,0.0,0.222,0.4,0.3,0.0,0.4,0.0,0.0,0.1,0.4,0.0,0.1,0.0,0.4,1.4,0.2,0.4,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.5,0.1,0.3,0.0,0.0,0.0,0.4,0.3,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.667,1.667,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.667,0.1,0.0,0.0,0.6,0.0,0.1,0.0,0.7,1.811,0.5,0.2,0.0,0.0,0.0,1.111,0.2,0.3,0.0,0.667,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.7,1.7,0.2,0.0,0.0,0.0,0.0,1.0,0.1,,,,,,,,,,,,,,,,,,,
Phillies,Phillies,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.111,0.222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.111,0.2222222222222222,0.0,0.0,0.143,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.393,0.0,0.0,0.0,0.0,0.0,0.143,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.125,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.333,0.25,0.0,0.0,0.25,0.0,0.125,0.0,0.5,1.333,0.25,0.125,0.0,0.0,0.0,0.833,0.375,0.0,0.0,0.286,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.375,0.661,0.0,0.25,0.0,0.0,0.0,0.286,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
Nationals,Reds,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.1111111111111111,0.167,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.444,0.944,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.375,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.444,0.819,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.375,0.3333333333333333,0.1111111111111111,0.0,0.5,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.444,1.069,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.625,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.571,0.0,0.0,0.0,0.5,0.125,0.125,0.0,0.625,1.625,0.125,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.286,0.0,0.0,0.125,0.25,0.0,0.125,0.0,0.25,0.964,0.125,0.375,0.0,0.125,0.0,0.714,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.25
Reds,Reds,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.375,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.444,0.819,0.0,0.1111111111111111,0.0,0.0,0.0,0.375,0.1111111111111111,0.25,0.0,0.286,0.125,0.125,0.0,0.25,0.0,0.0,0.0,0.375,0.946,0.125,0.0,0.0,0.0,0.0,0.571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.143,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.25,0.821,0.25,0.125,0.0,0.0,0.0,0.571,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.25,0.5,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.286,0.125,0.125,0.0,0.25,0.0,0.0,0.0,0.375,0.661,0.25,0.0,0.125,0.0,0.0,0.286,0.5,0.125,0.0,0.286,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.375,0.804,0.25,0.25,0.125,0.0,0.0,0.429,0.125,0.2,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.6,2.6,0.4,1.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Blue Jays,Rays,2024-03-31,0.9090909090909091,1.8181818181818181,1.8181818181818181,1.8181818181818181,1.8181818181818181,0.0,0.0,13.5,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.363636363636363,26.36363636363636,0.62,0.14,0.1,0.33,0.33,0.0,2.25,0.333,13.5,1.0,1,0.0,0.0,0.167,0.07692307692307693,0.0,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.231,0.898,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.667,0.07692307692307693,0.0,0.0,0.364,0.15384615384615385,0.0,0.0,0.3076923076923077,0.0,0.07692307692307693,0.0,0.462,1.098,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.636,0.15384615384615385,0.09090909090909091,0.0,0.1,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.182,0.382,0.18181818181818182,0.0,0.0,0.0,0.0,0.2,0.18181818181818182,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.333,0.533,0.16666666666666666,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.167,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.417,0.0,0.375,0.0,0.125,0.0,0.167,0.125,0.0,0.0,0.5,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.286,0.3,0.0,0.0,0.2,0.0,0.1,0.0,0.5,1.214,0.2,0.2,0.0,0.0,0.0,0.714,0.3,0.0,0.0,0.167,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.167,0.333,0.0,0.0,0.0,0.0,0.0,0.167,0.16666666666666666
Rays,Rays,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07142857142857142,0.0,0.417,0.07142857142857142,0.0,0.0,0.35714285714285715,0.0,0.07142857142857142,0.0,0.429,1.179,0.21428571428571427,0.35714285714285715,0.0,0.07142857142857142,0.0,0.75,0.07142857142857142,0.0,0.0,0.375,0.1111111111111111,0.0,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0,0.444,1.194,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.75,0.3333333333333333,0.0,0.0,0.364,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0,0.417,1.053,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.636,0.3333333333333333,0.0,0.0,0.077,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.077,0.154,0.0,0.0,0.0,0.0,0.0,0.077,0.15384615384615385,0.0,0.0,0.091,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.167,0.258,0.08333333333333333,0.0,0.0,0.0,0.0,0.091,0.3333333333333333,0.4,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,1.6,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.273,0.08333333333333333,0.0,0.08333333333333333,0.25,0.0,0.0,0.0,0.333,0.606,0.16666666666666666,0.0,0.25,0.0,0.0,0.273,0.4166666666666667,0.0,0.0,0.667,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.75,1.417,0.5,0.0,0.0,0.0,0.0,0.667,0.0,0.08333333333333333,0.0,0.4,0.0,0.08333333333333333,0.0,0.3333333333333333,0.08333333333333333,0.0,0.0,0.417,0.917,0.16666666666666666,0.25,0.0,0.08333333333333333,0.0,0.5,0.16666666666666666
Pirates,Marlins,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1875,0.0,0.357,0.125,0.0,0.0,0.3125,0.0,0.0,0.0,0.438,1.009,0.3125,0.1875,0.0,0.0,0.0,0.571,0.0625,0.11764705882352941,0.0,0.357,0.17647058823529413,0.0,0.0,0.29411764705882354,0.0,0.058823529411764705,0.0,0.471,1.185,0.11764705882352941,0.23529411764705882,0.0,0.0,0.0,0.714,0.29411764705882354,0.11764705882352941,0.0,0.462,0.17647058823529413,0.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.529,1.145,0.17647058823529413,0.17647058823529413,0.0,0.058823529411764705,0.0,0.615,0.11764705882352941,0.0,0.0,0.375,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.444,1.194,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.75,0.2222222222222222,0.0,0.0,0.125,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.222,0.347,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.125,0.2222222222222222,0.06666666666666667,0.0,0.214,0.06666666666666667,0.0,0.0,0.2,0.0,0.0,0.0,0.267,0.552,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.286,0.2,0.0,0.0,0.333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlins,Marlins,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.071,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.133,0.205,0.06666666666666667,0.0,0.0,0.0,0.0,0.071,0.06666666666666667,0.07142857142857142,0.0,0.273,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.0,0.0,0.429,0.792,0.07142857142857142,0.0,0.0,0.0,0.0,0.364,0.2857142857142857,0.07692307692307693,0.0,0.546,0.07692307692307693,0.0,0.15384615384615385,0.46153846153846156,0.0,0.0,0.0,0.539,1.175,0.15384615384615385,0.38461538461538464,0.0,0.07692307692307693,0.0,0.636,0.07692307692307693,0.0,0.0,0.286,0.0,0.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,0.286,0.571,0.14285714285714285,0.0,0.0,0.0,0.0,0.286,0.21428571428571427,0.07692307692307693,0.0,0.1,0.23076923076923078,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.308,0.508,0.23076923076923078,0.0,0.0,0.0,0.0,0.2,0.38461538461538464,0.07692307692307693,0.0,0.25,0.07692307692307693,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.308,0.641,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.333,0.3076923076923077,0.0,0.0,0.125,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Brewers,Mets,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.25,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.222,0.472,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.25,0.3333333333333333,0.0,0.0,0.556,0.0,0.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0.0,0.556,1.445,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.889,0.1111111111111111,0.1111111111111111,0.0,0.222,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.222,0.556,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.333,0.1111111111111111,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.429,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0,0.556,1.413,0.2222222222222222,0.4444444444444444,0.0,0.0,0.0,0.857,0.1111111111111111,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.429,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.429,0.857,0.0,0.0,0.42857142857142855,0.0,0.0,0.429,0.42857142857142855,0.0,0.0,0.375,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.444,0.819,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.375,0.2222222222222222
Mets,Mets,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.0,0.111,0.4444444444444444,0.0,0.0,0.125,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.222,0.347,0.0,0.0,0.0,0.0,0.0,0.125,0.1111111111111111,0.0,0.0,0.286,0.0,0.0,0.0,0.25,0.125,0.125,0.0,0.375,1.089,0.125,0.125,0.0,0.0,0.0,0.714,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.143,0.286,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.333,0.25,0.0,0.0,0.25,0.0,0.125,0.0,0.5,1.333,0.375,0.125,0.0,0.0,0.0,0.833,0.125,0.0,0.0,0.429,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.429,1.286,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.857,0.2857142857142857,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,1.25,0.25,0.75,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
